fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,0
7.019192916830243,0.9537956995040764,0.010880202376278762,2.9171752089058516,0.08666380774253513,5.544010118813938,12.911979762372123,0.9962735939287116,3.586479190494885,0.5889609106932544,10.291992410889545,
6.972931326514628,0.8720673377498271,0.017293132651462782,1.5112763877263302,0.19575229347597334,17.383450612117024,35.91725306058511,0.9955193186080884,3.3165413734697076,0.5238345061211702,9.765413734697075,
10.992908731476428,0.6674500517754192,0.5645999435177246,2.4963183572555527,0.07732454742286717,9.277272299376701,42.229997175886226,1.0001929087314763,3.3049273052473707,0.5656636337962602,9.24572741821192,
7.250916690281146,1.0930652923400404,0.0,3.4921598422624935,0.13924027108700848,7.7331940115123174,17.72708274297134,0.9961303875743857,3.5529736233119253,0.5325458345140573,10.47637503542172,
7.788040785019621,0.7200311548360139,0.16211144947195053,1.8888196559199693,0.0771118034408003,6.888196559199691,19.771719892997293,0.9970658358710396,3.483385258060023,0.6166770516120046,9.739053317190073,
7.01161109461962,0.8742574013605272,0.03558055473098099,1.95580554730981,0.06917101898577743,13.270925541124463,31.21601750154322,0.9965453194155843,3.425355562152152,0.5884518540507174,9.820162043908491,
6.8288223830670285,0.8072348737912438,0.026441119153351435,1.8644111915335144,0.07435003247976751,9.005855604897334,19.9440469558001,0.9962254391703673,3.4984710467731883,0.6128236822577295,9.896324007055403,
11.506212202434414,0.5935099089350427,0.645261917525408,2.245777377383203,0.07451359984381153,9.88834786004097,46.2630958762704,1.0007062122024344,3.2584855626368863,0.5693300871602458,9.03796172758607,
6.970255016109525,0.8376983171314886,0.040269126208214406,4.434986407067873,0.08070255016109519,3.9730873791785593,13.351275080547627,0.9974053260837695,3.4486543689589277,0.5556798705698806,10.118909385068452,
6.838123287079966,0.8226246574159933,0.006353881179994449,1.7718493061995004,0.24349063963402054,14.347990893201445,27.093835646001665,0.9951382515915316,3.330166209887991,0.5112707762359989,9.850831049439956,
10.854606116489933,0.6164932422135136,0.5575083410173659,2.0447096076020697,0.10397104573280058,10.931742354387582,44.20477293683725,0.9998542815102965,3.260870327467855,0.5606825764561242,9.124232313918345,
9.615294548156538,0.7646237629621825,0.37844876148267165,2.1538440592594545,0.06799972770372907,14.615594074054563,47.92311881481091,0.9990691522222295,3.2776935644443275,0.5607688118518909,9.32309158518382,
7.440280284000737,0.7836529444291305,0.0880385390501014,1.3333917258334869,0.241255396914137,15.199649644999077,31.40105106500277,0.9955223556103259,3.3106625791916557,0.5180035035500092,9.693286619333211,
11.374126961091319,0.5948072325506801,0.6293816547257122,2.375679030262307,0.07440155206917098,9.648641939475386,45.34359771466968,1.0006634722964818,3.257529101296956,0.5674902995676813,9.060232810375648,
7.550605711616227,0.7287532595732814,0.1310995215172216,1.8694372009482636,0.07730562799051736,6.694372009482635,18.075755082973053,0.9968332464113792,3.497922099288802,0.6195844198577605,9.785086647747875,
7.314588455616346,1.0099063340135095,0.04270577219182694,2.413651795751442,0.0662518440218846,17.81173165754808,43.89404053427886,0.9969843519497265,3.3566830579723077,0.5485411544383654,9.84588455616346,
11.155654691808433,0.6091293035370027,0.5997665248895876,2.5456019063712194,0.07478994721456278,9.308796187257562,43.7414677399285,1.0005314179470486,3.264811510273052,0.5650628299089825,9.118492082184417,
8.799391370933739,0.8405217329363963,0.2627043572719955,2.134869566765901,0.06553304367956711,16.51304332340991,48.30260866468198,0.9983576087537213,3.2890782599404593,0.5569739133531801,9.455913032638692,
7.1924618917068575,1.0589947199648775,0.005929660236946941,3.523616620974,0.09136682277490034,5.296483011847347,13.407033976305305,0.9964221101928916,3.606281359052212,0.5666834710662613,10.477637741114489,
7.0661444875879775,0.8942529787822585,0.03830722437939889,1.983072243793989,0.0676259061850073,14.543371377052814,34.57891006792529,0.9966407528532789,3.403542204964809,0.5811807349882696,9.797439796838342,
7.279769157041617,1.1108576468423303,0.0,3.638826548294885,0.13106540550487517,7.204232120903692,17.00577107395958,0.9962212728446811,3.5678807311381684,0.5339884578520808,10.519653735562425,
11.451343754551973,0.5938284879486536,0.6389115558783032,2.1965428780128367,0.07355057414166875,10.345712198716342,47.06914243974327,1.0006703579254812,3.252074273192298,0.5693085756025673,9.024199853910144,
6.777023873455498,0.8023631304005239,0.0045952253089004014,1.337856759267012,0.2235751208308912,13.702387345549798,25.09405848743466,0.995006392032424,3.3728450910523544,0.5375713518534024,9.834464189816753,
7.153654279852094,0.9031684969223497,0.05,4.734222962662297,0.07636630061553,7.560613787428043,23.389498974116556,0.9978036804587617,3.3758555740665575,0.5280481419778142,10.065864300369762,
7.244180964020988,1.0889115944796093,0.0,3.457919900440023,0.14114872686071994,7.856682326281884,17.895475899475297,0.9961091700366661,3.5494934980775104,0.5322090482010494,10.466271446031483,
8.033932634346304,0.7545887147767955,0.16966573722261682,1.4570692988221468,0.2173856253273257,14.45758420706712,33.62724737879864,0.9962755520298269,3.30200514908245,0.5254241579293288,9.594344560942282,
7.179381990458077,1.0489522274491474,0.0,3.12852511816189,0.15950843603687823,9.044663508268595,19.515450238548084,0.9959050532699429,3.5160140284033394,0.5289690995229038,10.369072985687115,
8.850249338682543,0.9760950357373956,0.22789632465011384,3.542140203738283,0.08905815838340506,6.7264873079554075,25.39481623250569,0.9980502493386826,3.498786964595389,0.5503589238477324,10.112994315295161,
7.379658867800729,1.143300678991494,0.010170566099635625,3.812665657715668,0.08967719240826227,8.051169829890688,21.11939626974494,0.9966915350948967,3.564908376962332,0.5420341132199271,10.496588678007287,
7.355385376799655,1.0935400224392913,0.022307311600172866,3.290785601192567,0.08093873564787549,11.69219348005186,29.615118120121004,0.9968007658044016,3.4872332057588937,0.5444614623200346,10.253853767996542,
10.535472132442443,0.619105105338849,0.52095962546187,2.113099765913669,0.07486900234086331,9.130997659136687,39.39622951744602,0.999757197190964,3.3151751755647485,0.5830350351129496,9.206388055955037,
6.805716929825696,0.8185254400591788,0.0,1.229061059947286,0.26538020321605293,15.895189619862247,28.85707675435761,0.9947280083289509,3.322953747076609,0.5102858464912848,9.808575394738543,
7.23995033209322,0.9484739243489405,0.05,3.1808940223220405,0.06730521513021187,14.8957782279237,38.4913081163135,0.99735925578972,3.337022350558051,0.540992549813983,9.85012416976695,
6.871502914129049,0.8385959616625863,0.007150291412904969,1.3287052454322894,0.23754079937883155,16.572023313032396,31.860116565161988,0.9950446336381239,3.318569941717419,0.515720233130324,9.785699417174191,
7.240785061809564,0.9582878559968402,0.04703925309047822,2.0703925309047824,0.06267775658206234,18.618318108889834,45.34841214492313,0.9969463738581668,3.3336859752761745,0.5578953250920582,9.72467289091268,
6.745844062111263,0.7852142341611944,0.010831187577747465,1.524935627332424,0.16464527739028645,10.584406211126268,19.793490558914655,0.9954086115987647,3.444558657144096,0.5749871254664848,9.881233906833106,
7.107577888743475,0.8828304850349245,0.04873701854275411,5.6633735377398695,0.08237889443717367,3.0505192582898353,14.0,0.9980426157488654,3.405809714703331,0.5205051925828984,10.212629814572459,
7.181962640001139,1.050543628000702,0.0,3.1416434200057863,0.15877725199967743,8.99735159997913,19.45093399997154,0.9959131823160036,3.517347364000588,0.529098132000057,10.372943960001708,
6.729826179408653,0.7589043444298862,0.023895664249293458,1.8024347901558084,0.07797565209844191,6.024347901558084,12.213044138633236,0.9960292174818697,3.5481739073831435,0.6296347814766288,9.944217373379955,
7.017750437099934,0.9529199082392457,0.010921416082859032,2.9121265298497683,0.08662465472128388,5.546070804142952,12.907858391714097,0.9962723575175142,3.586314335668564,0.5891463723728657,10.290446896892785,
9.61098892240319,0.8665123099871597,0.3474411163776441,3.1708268354936813,0.08489220352017296,7.632129669527607,31.372055818882203,0.9988109889224032,3.429958145115902,0.5557927780171656,9.805075912360614,
6.7947995321505195,0.8175568588056722,0.0172914419385566,2.1317983625268164,0.08057313015837121,5.86457209692783,12.27085580614434,0.9960812567418433,3.5608342322457736,0.6178114887235047,10.051570927304127,
6.735570517098388,0.7795637844041134,0.012885896580322378,1.5865768974096714,0.14522827731595353,9.557051709838811,18.046987906725978,0.9955411403294308,3.468187810673707,0.5873153794819342,9.896644224352418,
7.1078655701889115,0.8831277558618758,0.04868907163518134,5.661983077420259,0.0823932785094455,3.0524371345927466,14.0,0.9980411965204014,3.406030270478166,0.5205243713459274,10.213109283648185,
7.26792096409607,0.9631585061504369,0.05,2.677422646270737,0.06436829876991261,17.273281948165966,43.38616871681228,0.9972152070349052,3.3244355661567684,0.5451881446144106,9.780197589759824,
8.393760071357766,0.8782548770829983,0.20516131244842745,2.1254362807292506,0.06430671649480255,17.45637192707496,48.49127438541499,0.9980038605273469,3.29473823156245,0.5550872561458501,9.521946034895247,
11.469281333306208,0.5921598759715155,0.6414561891434388,2.196960031007121,0.07360480403092574,10.303996899287888,47.06079937985758,1.000686001162767,3.2518239813957273,0.5693920062014242,9.021279782950153,
7.226691380551251,0.9415129747894069,0.05,3.4195551500774797,0.0686974050421186,13.768767346856347,36.17099159646895,0.997427539390161,3.342988878751937,0.5390037070826877,9.883271548621872,
7.317407751702826,1.1340681135500763,0.0,3.8301560711560345,0.12040113701753244,6.514191218781514,16.06480620742934,0.9963398344178639,3.5873273383797937,0.5358703875851414,10.576111627554239,
6.984393369495588,0.9287092445222789,0.0,2.1373329616025694,0.2147552119762502,12.619454892580897,24.390165762610316,0.9952908391139111,3.41526990757272,0.5192196684747794,10.07659005424338,
8.214383503875775,0.7043695855719103,0.21779702907765214,1.9236231431735327,0.07676376856826467,7.236231431735326,22.8170250276841,0.9974834777180823,3.4572826426198504,0.6114565285239701,9.65639503496286,
6.8565910402865935,0.8263182080573186,0.009431840047765545,2.048865604298899,0.23210219182326747,13.54772158758096,26.170447985670336,0.9953457060192193,3.3350909440764247,0.5118863680095531,9.875454720382125,
7.232571284224527,1.0119903270320112,0.027904785962578834,5.059238792914786,0.08862856421122625,3.8838085614968465,14.0,0.9974259816644924,3.5016379845721373,0.5288380856149685,10.420952140374212,
7.216315481468858,0.9360656277711505,0.05,3.606321333560552,0.06978687444576985,12.88681592485295,34.35520925705019,0.9974809752704353,3.347658033339014,0.5374473222203288,9.909211296327854,
7.392826195364594,1.1806444757570747,0.00020496584672589566,4.224891683776078,0.0968052824456103,5.0102482923362945,13.979503415327411,0.9965938510245983,3.6291801366130962,0.5409223463102666,10.692313780747778,
7.1776562648601265,0.9351406304487132,0.043882813243006344,2.0388281324300634,0.06446640582896307,17.145312846736296,41.45546966637449,0.9968358984635052,3.358937494055949,0.5663124980186498,9.750976556308279,
7.2504534196475285,0.9539880453149527,0.05,2.9918384463444774,0.06620239093700943,15.788540670039968,40.32934843831758,0.9973051648888153,3.332295961158612,0.5425680129471294,9.823866450881177,
7.247565383245417,0.9524718262038442,0.05,3.043823101582483,0.06650563475923113,15.543057575860498,39.82394206794808,0.9973200382762861,3.3335955775395623,0.5421348074868126,9.831086541886455,
7.000068965319197,0.8462698275292692,0.042505172398939785,4.725672411862172,0.0810006896531919,3.7494827601060217,13.500344826595985,0.9975603586196597,3.437474138005301,0.5474810345372209,10.137543103324498,
9.68070362477009,0.8564700730985941,0.35839628389244277,3.1367994212431705,0.08451043253102089,7.7151233628215365,31.919814194622138,0.9988807036247701,3.423650624425563,0.5562907401769293,9.776858056640677,
7.356182472849927,0.858205815668727,0.08472695743076794,5.500746965561167,0.08154456449271115,3.3985060688776647,15.878671467566134,0.9982348480724781,3.391460584238336,0.5228464719205548,10.131684673906685,
9.191729578990174,0.6684670766901568,0.3454503939905534,2.003406496244096,0.07596593503755904,8.034064962440958,29.798068421358387,0.9984408779549291,3.397445127816928,0.5994890255633856,9.466909571420272,
6.848372115250573,0.8500830699735623,0.015760796707126483,2.319302403377006,0.08202724312822983,5.788039835356324,12.423920329287352,0.9961271760987862,3.566956813171494,0.6109235851820691,10.108970123482756,
6.820837453143874,0.8043070661527538,0.026041872657193696,1.860418726571937,0.07457627216092358,8.819540573357058,19.451642943872223,0.9962114655430018,3.5016650187424503,0.6138883395808168,9.899651061190053,
6.948665690753636,0.8640596779486999,0.014866569075363613,1.4675982433565449,0.20574973540950192,17.189325526029087,34.94662763014544,0.995405755432727,3.3170266861849274,0.521893255260291,9.770266861849272,
7.224227053795266,0.8668562264734214,0.06683966729224722,5.6033789581592375,0.08177915190436388,3.1932420836815254,14.91099839449862,0.9981550883525162,3.395859098206824,0.5213803005977252,10.166872785654595,
6.9845972853747655,0.9327912089775361,0.011868648989292421,2.7960904988116786,0.08572478346017216,5.593432449464621,12.813135101070758,0.9962439405303213,3.5825254040428303,0.5934089204518159,10.254925662901533,
10.928513844404112,0.6424638284275244,0.5647426616480252,2.184384042893119,0.07196992557610546,11.561595710688112,47.312319142137625,1.000214401608492,3.2593695742641287,0.5668768085786238,9.109311699748167,
7.109491937968893,0.9171323395297346,0.03094919379688929,1.7570854883440072,0.13948932155681615,18.475935503751142,41.37967751875571,0.9961584222696944,3.3138101612406223,0.5347593550375115,9.738101612406222,
6.8750991824917,0.8663102179413891,0.014997166214522867,2.4128471387209487,0.08275269209620326,5.749858310726143,12.500283378547714,0.9961500850135643,3.5700113351419085,0.6074872479653529,10.137606266955391,
6.751114147829713,0.788112781306342,0.009777170434057436,1.493315113021723,0.1746057393981572,11.111414782971282,20.68940513105118,0.9953406274929967,3.4324374599916605,0.5686630226043446,9.87332877825543,
6.937714458511343,0.8425428917022687,0.02295240975189057,3.265716877670151,0.18207608391800487,10.032373464508453,22.114277074432827,0.9962569924172774,3.356723855603025,0.5145904819503782,9.983619278015125,
6.704056567893825,0.7622311123416037,0.01918868642123505,1.7756605926370514,0.0856669133193288,6.405656789382476,12.689616541950208,0.9959476702741696,3.540669893844203,0.6251321185274104,9.943915148159261,
6.898019554250676,0.8473464529027233,0.009801955425067663,1.376435197651218,0.22661594364872126,16.784156434005414,32.92078217002707,0.9951687315138932,3.318039608914986,0.5178415643400541,9.780396089149866,
7.08707077335057,0.871282847338289,0.04903030800129278,5.573940040168061,0.08187070773350562,3.096969199870722,13.935353866752852,0.9980127680214229,3.404848459993536,0.5235555373285932,10.191919233344105,
6.9743676492612225,0.9225267170444208,0.0,2.08636888374455,0.21759583270932015,12.803259763544247,24.640808768469427,0.9952592580951729,3.4100899521182986,0.5187183824630611,10.061551473891834,
9.192506667035778,0.7378245629387656,0.3336509037537387,4.072494814527729,0.0782799881474919,6.255010370944543,29.345048891595702,0.9993448040298527,3.330249777765474,0.5432500740781753,9.641998222123792,
11.379705553859418,0.6117328904559646,0.6253823013207659,2.3075246701400456,0.07520637434791269,9.737744706975498,45.269115066038296,1.0005797055538594,3.269931402269862,0.568426468241853,9.08916679962833,
7.0114269062706045,0.8495352355527989,0.043357017970295356,4.8364123361383955,0.08111426906270597,3.664298202970465,13.557134531353023,0.9976194199126072,3.433214910148523,0.5443576007755837,10.144641816419128,
7.01987839409469,0.858975678818938,0.03664639901578171,4.498175911420354,0.1314083236416076,6.471936255896756,18.006080295265487,0.9971799672936636,3.3786342384252506,0.5173292798031563,10.093171192126253,
7.067410414049095,0.8656304940391149,0.04755578105368214,5.3822515369786785,0.08167410414049087,3.244421894631786,13.837052070245477,0.9979105341530553,3.4122210947315894,0.5289621361364988,10.179631508780684,
9.143060963254282,0.8085524685344854,0.31145748548490976,2.1428618828663786,0.06657204477262922,15.713811713362134,48.14276234267243,0.9986573206074891,3.284282870280173,0.5585723765732757,9.399966819935349,
6.765411258411441,0.783984128084195,0.02327056292057205,1.8327056292057204,0.07614668101167583,7.526262696266956,16.033694268705528,0.9961144697022201,3.5238354966354235,0.6212784988784745,9.922745308995232,
7.01972794363285,0.9504988985735904,0.0,2.3169503801336506,0.204743749304026,11.971654366731096,23.50680140917877,0.9954021430224435,3.4335261042103054,0.5209863971816425,10.129591915449275,
6.918222057575758,0.8879036021717169,0.0,1.8009621260100994,0.23350375035353543,13.832595611111117,26.044448560606067,0.9950823994813637,3.381081396414141,0.5159111028787878,9.977333086363636,
10.235602232540803,0.6694438536445473,0.4750483026333088,3.2611982635793755,0.07642559603103855,7.877603472841249,36.99441637196589,0.9999752973494468,3.295479925581973,0.5548400248060089,9.363839404655785,
7.1597268286454625,0.9285665038366695,0.04298634143227312,2.0298634143227314,0.06497440652171191,16.726959335060787,40.349821099803506,0.9968045219501296,3.3661092685418152,0.5687030895139384,9.758447154731057,
7.005472471906112,0.9417080243421023,0.0,2.2444850655227353,0.20878279962660162,12.233004681721283,23.863188202347203,0.9953572382865042,3.426160777151491,0.5202736235953056,10.108208707859168,
7.539912881467147,0.7787750985115042,0.10173802120173281,1.3541485169723222,0.2372493362243418,15.075108898166066,31.7746733055018,0.9956487644683614,3.3092096038119374,0.5192489110183394,9.676681186422142,
6.928630632499832,0.8407261264999665,0.02143843874997213,3.1294594874974915,0.1876777766251031,10.426005925007246,22.56846837500836,0.9961549507717481,3.3543015019999554,0.5142876877499944,9.971507509999777,
7.891955583144565,0.8230829117716341,0.15735397904848558,5.084034546443116,0.08059207896329847,4.231930907113768,19.80767427639348,0.9985586931524785,3.373601480561848,0.5287995064793841,9.988811844494782,
7.138547311037006,1.0262608674153249,0.007470076827514126,3.33491558862952,0.08990342701386152,5.373503841375706,13.252992317248587,0.9963758976951747,3.6001196926899435,0.5736153457238136,10.41987211896822,
7.745403719016101,0.8326902006422777,0.13748805968884942,5.198019329654143,0.08085261561063796,4.003961340691714,18.732960606118084,0.998470110692383,3.3784865426994632,0.5271711524335122,10.027892341595706,
7.123516069956484,0.8992999389550339,0.046080655007252606,5.586338995210325,0.08317580349782412,3.156773799709896,14.0,0.9979639873882147,3.418028986966638,0.521567737997099,10.239193449927473,
7.296333471417398,0.9780750724941342,0.05,2.1659975144868264,0.06138498550117315,19.688345070478874,48.35835749804475,0.9970688826222004,3.3116499378621707,0.5494500207126098,9.709166321456504,
6.820017499291807,0.8190034998583613,0.0033362498819678233,1.500262489377104,0.2546558754367191,15.132575030688367,27.99912503540965,0.9949348632420446,3.3253379998111483,0.5106672499763936,9.826689999055743,
9.673947982424586,0.8574432072936012,0.35733468295243503,3.1400968181022852,0.08454742771529389,7.707080931457841,31.86673414762175,0.9988739479824246,3.424261849209204,0.556242485588747,9.779592483304334,
7.331994846339446,1.1430634885759916,0.0,3.9043071355588492,0.11626812687049029,6.246761150443495,15.700128841513857,0.9963857837659693,3.594864003942047,0.5365997423169723,10.597992269509168,
6.816670009309202,0.8252798390740078,0.0,1.2847392139884433,0.2622768306957261,15.69438316266463,28.58324976726995,0.994762510529324,3.3286128381430875,0.51083350046546,9.825005013963803,
6.84708311116572,0.8139304740940971,0.027354155558285978,1.8735415555828598,0.07383264518363794,9.431939260533456,21.07012518855271,0.99625739544454,3.4911667555337123,0.6103889185112374,9.888715370347617,
7.218455144138192,0.9974036489427982,0.03025747597696803,5.127466803332073,0.0879227572069095,3.789700960921279,14.0,0.9974956212889182,3.490815610505947,0.5278970096092128,10.39742524023032,
7.024081548682258,0.8598163097364515,0.03734692478037626,4.561223230233863,0.12881637831260778,6.289799557102173,17.795922565887125,0.9972271827301973,3.379755079648602,0.5174693849560753,10.09877539824301,
9.245340755009742,0.7990380693014194,0.3259669443153354,2.1452404826746454,0.06688126274770387,15.475951732535485,48.095190346507096,0.9987465181002991,3.282855710395213,0.559048096534929,9.383316621277483,
7.015060722900533,0.9512868674753235,0.010998265059984778,2.902712530151865,0.08655164819301442,5.5499132529992385,12.900173494001523,0.9962700520482005,3.5860069397600607,0.5894921927699315,10.28756506025057,
6.95657824798465,0.8463156495969301,0.026096374664108454,3.5486737197697606,0.1704434137427987,9.214942587331802,21.171087600767464,0.9964688956523609,3.3617541994625735,0.5152192749328217,10.008770997312867,
6.889601570624878,0.8145104515546523,0.034220117796865825,3.6486153135925568,0.07989601570624873,4.577988220313418,12.948007853124388,0.9969859281672493,3.4788994110156706,0.5778595680781586,10.068500981640549,
7.0409490026342505,0.8631898005268501,0.040158167105708485,4.814235039513763,0.11841478170887854,5.558876552515795,16.952549868287456,0.9974166604629248,3.3842530673691336,0.5180316334211417,10.121265336845667,
7.359760748014226,1.1025095334291641,0.020119625992886792,3.384856082305868,0.08251386928512146,11.035887797866037,28.083738195020754,0.996781076633936,3.5012343936455244,0.5440239251985775,10.297607480142263,
6.757188303793827,0.7809690447244029,0.02285941518969131,1.828594151896913,0.0763796647258416,7.334393755189277,15.526612067285946,0.9961000795316391,3.5271246784824695,0.6223748928274898,9.926171540085905,
11.433225284206838,0.5909330091464405,0.6373927607480382,2.3297136678391257,0.07429648838363229,9.74057266432175,45.77698541751682,1.0006991939495649,3.2555591571931055,0.5681469476022981,9.044473257544842,
7.808015720669949,0.7192973816896754,0.16472042065893205,1.8904502629118327,0.07709549737088167,6.904502629118325,19.914398004785347,0.997085403154942,3.4821623028161253,0.6164324605632251,9.735180625584396,
6.750256552455095,0.77444875883084,0.023769241434132164,2.2900013864371815,0.07850256552455094,5.623075856586784,12.251282762275478,0.9962613340727665,3.531153792829339,0.6161794480748487,9.981410345284434,
